id,retirement_age,birthdate,gender,per_capita_income,yearly_income,total_debt,credit_score
1587,67,1994-12-17,Male,Rp63.115.000,Rp128.687.999,Rp19.301.142,695
1883,66,1949-05-11,Male,Rp42.073.000,Rp81.497.000,Rp6.825.523,723
712,67,1951-03-01,Female,Rp31.540.000,Rp45.705.000,Rp2.613.714,720
1414,66,1954-08-14,Female,Rp26.414.000,Rp21.867.000,Rp1.151.809,783
243,63,2005-03-17,Male,Rp29.362.000,Rp59.870.000,Rp24.090.666,666
146,67,1978-07-12,Female,Rp52.877.000,Rp107.806.000,Rp60.308.190,717
715,75,1989-01-07,Female,Rp77.187.000,Rp157.375.000,Rp16.114.095,821
1489,65,1967-11-22,Female,Rp39.227.000,Rp79.988.000,Rp26.214.285,691
1232,69,2008-01-22,Male,Rp36.021.000,Rp73.445.000,Rp0,747
842,65,1965-02-02,Male,Rp79.402.000,Rp161.897.000,Rp61.690.666,564
486,71,2002-04-24,Male,Rp35.941.000,Rp73.279.000,Rp27.478.666,810
763,61,1991-01-06,Male,Rp79.358.000,Rp161.805.000,Rp38.899.238,642
154,61,1977-06-10,Male,Rp28.832.000,Rp58.787.000,Rp21.950.476,666
704,67,1974-07-20,Female,Rp86.725.000,Rp176.818.000,Rp10.500.380,840
1409,65,2002-05-05,Male,Rp33.997.000,Rp69.320.000,Rp24.692.190,701
1601,65,1999-05-07,Female,Rp52.190.000,Rp106.410.000,Rp25.754.666,628
729,67,1945-04-29,Female,Rp25.765.000,Rp39.043.000,Rp546.285,850
1016,53,1984-08-14,Female,Rp0,Rp868.000,Rp221.142,719
1214,64,1985-11-05,Male,Rp55.769.000,Rp113.705.000,Rp39.873.904,711
1760,66,1990-11-17,Female,Rp27.765.000,Rp56.611.000,Rp35.310.285,682
927,68,1988-06-12,Male,Rp45.692.000,Rp93.159.000,Rp0,729
1667,70,2008-02-02,Male,Rp37.314.000,Rp76.082.000,Rp47.479.809,588
1796,67,1965-04-12,Female,Rp23.752.000,Rp48.430.000,Rp3.791.238,794
179,67,1992-05-04,Female,Rp30.760.000,Rp62.719.000,Rp19.247.238,652
395,72,1987-02-09,Male,Rp38.175.000,Rp77.840.000,Rp33.036.571,739
513,69,2001-10-09,Male,Rp27.589.000,Rp56.258.000,Rp21.893.333,712
187,72,1990-09-30,Female,Rp27.516.000,Rp56.107.000,Rp18.758.666,830
491,69,1985-06-05,Male,Rp20.788.000,Rp42.383.000,Rp17.574.666,651
1153,62,1962-04-15,Male,Rp38.988.000,Rp91.011.000,Rp6.035.809,774
377,67,1946-01-17,Female,Rp39.043.000,Rp61.364.000,Rp108.571,750
850,66,1987-12-20,Female,Rp30.848.000,Rp62.897.000,Rp5.197.714,712
1186,65,1979-10-09,Male,Rp27.619.000,Rp56.313.000,Rp26.224.380,577
1694,65,1942-03-28,Female,Rp58.387.000,Rp117.287.000,Rp473.714,726
716,70,1994-05-04,Male,Rp20.400.000,Rp41.596.000,Rp6.535.619,769
1131,69,1949-04-14,Male,Rp44.701.000,Rp30.881.000,Rp0,683
1719,64,1944-09-07,Female,Rp30.417.000,Rp36.427.000,Rp764.761,616
254,66,1995-05-12,Male,Rp52.014.000,Rp106.047.000,Rp0,734
226,68,1995-08-19,Male,Rp71.540.000,Rp145.854.000,Rp19.176.761,724
1307,61,1973-04-29,Female,Rp66.973.000,Rp136.550.000,Rp46.763.428,646
1095,66,1954-02-10,Male,Rp30.327.000,Rp35.958.000,Rp3.398.285,750
1729,56,1996-09-22,Female,Rp38.354.000,Rp78.202.000,Rp23.833.904,698
1466,75,1989-04-30,Female,Rp27.652.000,Rp56.379.000,Rp7.008.571,812
1226,67,1984-02-03,Male,Rp28.368.000,Rp57.833.000,Rp19.440.380,714
1755,70,1973-02-28,Male,Rp21.753.000,Rp44.354.000,Rp19.928.000,734
475,66,2005-11-14,Male,Rp31.109.000,Rp63.428.000,Rp22.772.571,727
1956,71,1982-08-03,Female,Rp28.760.000,Rp58.635.000,Rp1.009.523,739
706,68,1992-09-28,Female,Rp52.009.000,Rp106.047.000,Rp31.700.380,602
474,66,1970-04-16,Male,Rp62.297.000,Rp127.022.000,Rp48.165.523,683
1259,69,1961-07-27,Female,Rp147.960.000,Rp301.670.000,Rp29.943.047,700
320,75,1991-08-14,Male,Rp27.426.000,Rp55.921.000,Rp19.252.000,625
93,69,1992-08-27,Female,Rp22.081.000,Rp45.024.000,Rp15.812.571,686
1182,65,1995-04-02,Male,Rp29.359.000,Rp59.862.000,Rp27.634.095,658
150,73,1974-08-05,Female,Rp55.012.000,Rp112.168.000,Rp0,782
1327,67,2005-12-19,Female,Rp33.095.000,Rp67.476.000,Rp7.813.333,688
784,67,1981-06-27,Male,Rp38.109.000,Rp77.702.000,Rp26.636.761,688
1471,76,1994-11-20,Male,Rp16.835.000,Rp34.323.000,Rp6.027.619,786
367,67,1998-08-31,Female,Rp34.505.000,Rp70.359.000,Rp20.076.952,756
1050,65,1982-03-19,Female,Rp27.654.000,Rp56.387.000,Rp14.107.238,670
207,65,1952-10-19,Female,Rp26.273.000,Rp44.800.000,Rp5.829.714,745
1838,68,2007-12-18,Female,Rp30.627.000,Rp62.451.000,Rp16.020.761,695
798,68,1975-09-17,Female,Rp37.764.000,Rp77.000.000,Rp16.899.428,715
1207,65,1984-10-07,Male,Rp43.377.000,Rp88.441.000,Rp21.381.523,664
1012,66,1990-06-08,Female,Rp25.283.000,Rp51.549.000,Rp28.160.761,693
844,64,1961-02-02,Male,Rp33.578.000,Rp28.476.000,Rp7.971.047,738
334,65,1981-11-06,Male,Rp31.094.000,Rp63.399.000,Rp7.766.095,697
815,60,2006-06-15,Male,Rp37.259.000,Rp75.968.000,Rp21.848.190,756
1100,73,1964-07-17,Male,Rp46.030.000,Rp93.850.000,Rp21.913.714,573
407,66,2002-08-29,Female,Rp32.670.000,Rp66.610.000,Rp19.053.333,750
1244,69,1982-05-28,Female,Rp25.219.000,Rp51.424.000,Rp21.752.380,637
1740,67,1989-12-18,Male,Rp44.269.000,Rp90.268.000,Rp18.310.285,735
1754,67,1991-11-03,Female,Rp20.256.000,Rp41.304.000,Rp9.699.619,562
1184,74,1956-01-01,Male,Rp52.918.000,Rp107.892.000,Rp22.596.000,798
1440,58,1999-04-16,Male,Rp29.756.000,Rp60.673.000,Rp24.175.809,630
200,65,1968-11-15,Female,Rp28.113.000,Rp57.312.000,Rp32.810.095,701
1446,61,1997-04-17,Male,Rp21.669.000,Rp44.188.000,Rp15.203.428,689
1263,70,1969-08-03,Female,Rp28.206.000,Rp57.507.000,Rp18.215.047,600
1483,70,2007-12-24,Male,Rp41.881.000,Rp85.396.000,Rp28.800.571,714
1085,66,1998-06-30,Female,Rp57.096.000,Rp116.417.000,Rp4.806.857,838
1961,66,2008-01-14,Male,Rp26.855.000,Rp54.764.000,Rp13.748.000,657
776,73,1970-12-18,Male,Rp74.995.000,Rp152.907.000,Rp65.513.333,616
890,66,1989-01-04,Female,Rp40.154.000,Rp81.872.000,Rp8.007.047,727
1445,68,1957-06-27,Male,Rp28.193.000,Rp43.836.000,Rp3.360.000,841
74,74,1971-05-11,Female,Rp32.287.999,Rp65.831.000,Rp45.135.428,783
1216,61,1999-11-25,Female,Rp30.856.000,Rp62.920.000,Rp17.291.047,601
797,69,1964-09-27,Female,Rp47.713.000,Rp97.286.000,Rp44.819.047,651
610,58,2008-01-13,Male,Rp33.905.000,Rp69.132.000,Rp32.263.047,713
1917,69,1976-05-16,Male,Rp45.021.000,Rp91.791.000,Rp11.308.190,680
975,67,1997-05-07,Female,Rp22.681.000,Rp46.251.000,Rp11.722.285,675
109,66,1996-08-16,Female,Rp30.792.000,Rp62.768.000,Rp11.265.142,737
547,66,1955-05-08,Male,Rp28.793.000,Rp50.053.000,Rp4.866.857,778
347,63,1997-08-06,Female,Rp33.894.000,Rp69.108.000,Rp17.328.380,557
201,65,1964-05-13,Male,Rp27.563.000,Rp56.206.000,Rp28.896.761,732
1368,69,1996-05-12,Female,Rp34.611.000,Rp70.567.000,Rp23.941.142,717
1547,66,1998-02-14,Male,Rp30.807.000,Rp62.815.000,Rp20.693.142,684
1812,62,1994-05-25,Female,Rp39.228.000,Rp79.984.000,Rp22.981.523,574
1379,72,1949-06-12,Male,Rp31.035.000,Rp53.986.000,Rp2.721.714,701
82,68,2003-09-01,Female,Rp0,Rp3.179.000,Rp423.428,779
1053,66,1966-05-27,Male,Rp42.763.000,Rp87.191.000,Rp27.931.238,636
1893,59,1999-12-10,Male,Rp40.926.000,Rp83.443.000,Rp29.751.238,623
955,67,1993-02-20,Male,Rp26.121.000,Rp53.258.000,Rp15.944.952,798
856,59,1971-07-25,Male,Rp87.972.000,Rp179.365.000,Rp98.051.809,748
1361,66,1958-12-27,Male,Rp23.297.000,Rp45.052.000,Rp3.878.476,638
261,66,1985-02-01,Male,Rp45.477.000,Rp92.717.000,Rp35.063.428,737
64,68,1986-03-01,Female,Rp39.605.000,Rp80.749.000,Rp0,702
1864,69,2005-08-22,Male,Rp39.074.000,Rp79.668.000,Rp5.912.952,701
1768,65,1997-09-28,Female,Rp39.547.000,Rp80.632.000,Rp25.333.523,573
1151,65,1972-12-27,Male,Rp0,Rp1.443.000,Rp572.000,788
356,73,1975-10-28,Female,Rp31.874.000,Rp64.988.000,Rp0,691
1393,67,1973-04-03,Female,Rp26.518.000,Rp54.068.000,Rp13.130.666,692
865,65,1985-02-23,Male,Rp29.075.000,Rp59.286.000,Rp32.184.571,693
1914,70,2004-04-23,Female,Rp32.444.000,Rp66.150.999,Rp17.695.238,672
1641,69,1995-03-31,Male,Rp40.014.000,Rp81.585.000,Rp21.988.380,640
707,67,2003-12-10,Female,Rp28.667.000,Rp58.450.000,Rp18.984.000,576
3,65,1976-12-02,Male,Rp21.503.000,Rp43.843.000,Rp5.586.476,681
754,69,1949-03-18,Female,Rp29.850.000,Rp51.490.000,Rp8.131.619,705
148,66,1963-08-13,Male,Rp29.767.000,Rp60.690.000,Rp33.827.619,663
127,68,1977-07-05,Male,Rp24.279.000,Rp49.507.000,Rp19.108.380,729
1675,70,1989-08-09,Male,Rp38.470.000,Rp78.439.000,Rp15.832.761,767
747,64,1962-04-18,Male,Rp22.181.000,Rp45.231.000,Rp14.880.952,687
1942,63,1948-03-10,Female,Rp0,Rp2.000,Rp0,673
452,74,1994-03-31,Male,Rp48.752.000,Rp99.406.000,Rp41.872.000,704
1157,58,1992-12-14,Female,Rp44.266.000,Rp90.258.000,Rp24.720.000,812
1534,65,1989-07-05,Male,Rp62.173.000,Rp126.766.000,Rp1.155.619,803
1086,64,1968-12-18,Female,Rp58.692.000,Rp119.674.000,Rp30.666.095,698
1984,60,1996-05-06,Female,Rp29.904.000,Rp60.973.000,Rp18.553.142,528
835,65,1993-04-12,Male,Rp34.868.000,Rp71.095.000,Rp3.522.857,681
758,68,1962-12-30,Male,Rp33.228.000,Rp67.749.000,Rp11.007.428,764
1795,66,2000-10-25,Female,Rp46.411.000,Rp94.626.000,Rp27.201.142,647
1221,69,1961-11-02,Female,Rp23.659.000,Rp48.242.000,Rp15.441.142,850
1821,68,2004-09-29,Male,Rp33.567.000,Rp68.435.000,Rp4.979.238,803
1248,71,1974-07-18,Female,Rp33.384.999,Rp68.073.000,Rp655.047,698
1900,62,1964-02-24,Female,Rp30.569.000,Rp57.214.000,Rp3.822.095,688
597,66,1954-01-17,Male,Rp81.105.000,Rp102.071.000,Rp500.952,736
1620,68,2004-06-29,Male,Rp28.418.000,Rp57.934.000,Rp21.503.428,701
1213,69,1991-11-03,Male,Rp33.534.000,Rp68.375.000,Rp28.987.428,795
619,65,1971-12-07,Male,Rp41.544.000,Rp84.704.000,Rp17.447.619,748
1043,61,2004-09-20,Female,Rp74.742.000,Rp152.392.000,Rp62.821.523,660
394,71,1973-04-18,Male,Rp53.563.000,Rp109.209.000,Rp14.104.000,684
1376,68,1977-01-26,Female,Rp47.726.000,Rp97.308.000,Rp25.601.904,543
834,68,2006-11-27,Male,Rp25.049.000,Rp51.071.000,Rp24.768.761,746
837,65,1995-04-15,Male,Rp27.773.000,Rp56.628.000,Rp18.910.476,679
1257,67,1970-07-11,Male,Rp37.135.000,Rp75.718.000,Rp43.864.380,721
1966,68,1983-11-16,Male,Rp24.236.000,Rp49.422.000,Rp13.646.095,782
358,71,1989-07-16,Female,Rp23.916.000,Rp48.763.000,Rp27.448.571,605
912,66,1979-08-25,Male,Rp36.470.000,Rp74.363.000,Rp12.367.047,755
605,73,1983-10-26,Male,Rp36.583.000,Rp74.593.000,Rp797.142,725
1362,67,1968-01-24,Male,Rp55.798.000,Rp113.768.000,Rp13.244.380,727
1513,66,1978-02-23,Male,Rp50.585.000,Rp103.140.000,Rp61.564.571,733
1521,71,1954-03-21,Female,Rp29.999.000,Rp30.723.000,Rp6.402.666,706
564,64,1968-06-13,Male,Rp32.634.999,Rp66.543.000,Rp33.196.190,765
1309,64,1938-04-02,Female,Rp58.814.000,Rp87.710.000,Rp1.011.619,531
1583,68,1987-10-11,Male,Rp40.664.000,Rp82.912.000,Rp0,826
1885,65,1979-09-17,Male,Rp28.510.000,Rp58.141.000,Rp22.632.380,753
1566,64,1982-01-27,Male,Rp30.950.000,Rp63.105.000,Rp31.729.904,718
401,71,1944-09-16,Male,Rp23.910.000,Rp44.942.000,Rp262.666,806
15,66,1974-02-04,Female,Rp22.834.000,Rp46.557.000,Rp3.870.285,788
1666,62,1964-12-22,Male,Rp36.133.000,Rp73.671.000,Rp20.846.095,578
509,66,1992-07-16,Male,Rp34.270.000,Rp69.874.000,Rp32.100.190,702
954,65,1974-06-14,Male,Rp29.213.000,Rp59.564.000,Rp30.697.333,772
832,67,1985-05-31,Female,Rp38.729.000,Rp78.966.000,Rp22.940.000,625
1046,66,1981-06-25,Male,Rp28.253.000,Rp57.606.000,Rp22.122.095,547
630,66,1965-07-20,Male,Rp30.410.000,Rp62.008.000,Rp18.487.619,491
1561,67,1947-05-14,Female,Rp41.903.000,Rp80.041.000,Rp6.983.047,759
1548,65,1984-10-19,Male,Rp56.224.000,Rp114.642.000,Rp1.892.380,721
221,65,1962-12-12,Female,Rp33.999.000,Rp69.323.000,Rp26.852.952,850
1991,65,2004-10-08,Male,Rp17.640.000,Rp35.965.000,Rp2.690.857,694
1328,68,1998-01-16,Female,Rp65.399.000,Rp133.345.000,Rp48.629.523,600
1901,69,1962-03-31,Female,Rp25.954.000,Rp52.919.000,Rp32.063.428,730
665,65,1945-01-25,Female,Rp19.465.000,Rp18.221.000,Rp127.619,790
442,66,1978-08-26,Male,Rp37.399.000,Rp76.253.000,Rp7.170.095,791
1626,63,1967-07-18,Male,Rp46.397.000,Rp94.598.000,Rp34.136.380,531
1539,61,1983-03-21,Female,Rp44.658.000,Rp91.055.000,Rp38.715.809,676
601,67,1957-07-14,Male,Rp24.867.000,Rp67.473.000,Rp4.573.714,761
541,70,1974-07-03,Female,Rp22.426.000,Rp45.727.000,Rp10.540.000,645
210,63,1979-08-01,Male,Rp19.890.000,Rp40.559.000,Rp16.821.142,630
206,59,1998-02-15,Female,Rp28.918.000,Rp58.968.000,Rp15.430.857,782
926,60,2005-11-13,Female,Rp31.859.000,Rp64.961.000,Rp61.603.809,776
115,69,1964-07-05,Male,Rp77.738.000,Rp158.497.000,Rp23.345.142,748
1779,69,1995-04-04,Male,Rp24.720.000,Rp50.404.000,Rp17.546.476,733
248,67,1945-12-23,Female,Rp20.796.000,Rp21.332.000,Rp105.142,684
1003,62,1974-11-04,Male,Rp61.968.000,Rp126.345.000,Rp35.079.809,632
294,59,1989-08-01,Male,Rp33.821.000,Rp68.962.000,Rp22.986.666,607
118,68,1969-12-09,Female,Rp24.274.000,Rp49.475.000,Rp12.646.095,753
292,65,2002-09-26,Female,Rp32.866.000,Rp67.013.999,Rp14.492.571,717
755,67,1951-11-09,Female,Rp21.039.000,Rp36.302.000,Rp1.455.809,642
1878,64,2008-01-25,Male,Rp30.608.000,Rp62.412.000,Rp18.185.523,702
1432,72,1983-08-26,Male,Rp53.668.000,Rp109.433.000,Rp24.136.571,741
456,63,1971-10-18,Male,Rp26.893.000,Rp54.832.000,Rp14.651.238,751
623,60,1962-04-20,Male,Rp50.338.000,Rp122.321.000,Rp11.897.714,616
1426,66,2003-04-25,Female,Rp88.259.000,Rp179.952.000,Rp27.367.809,805
47,62,1978-09-15,Male,Rp19.573.000,Rp39.906.000,Rp13.609.904,712
760,64,1970-02-05,Female,Rp28.901.000,Rp58.929.000,Rp21.671.238,778
956,66,1995-12-13,Female,Rp36.250.000,Rp73.916.000,Rp17.082.285,804
194,68,1974-02-14,Male,Rp23.610.000,Rp48.138.000,Rp24.410.666,746
693,66,2005-08-14,Female,Rp50.059.000,Rp102.065.000,Rp66.032.761,703
1246,67,1976-05-27,Female,Rp23.860.000,Rp48.652.000,Rp18.088.952,713
641,68,1963-11-14,Male,Rp28.901.000,Rp58.925.000,Rp0,735
1060,68,1950-02-13,Male,Rp28.099.000,Rp33.807.000,Rp4.793.714,785
1292,68,2005-04-15,Male,Rp22.357.000,Rp45.581.000,Rp1.739.047,774
1113,69,2006-05-01,Female,Rp22.280.000,Rp45.427.000,Rp1.081.523,738
245,65,1986-07-12,Female,Rp45.228.000,Rp92.216.000,Rp28.108.380,528
774,61,1979-07-03,Male,Rp25.697.000,Rp52.397.000,Rp17.266.095,588
1822,65,1939-01-19,Female,Rp22.586.000,Rp35.921.000,Rp448.571,767
1209,67,1980-06-06,Female,Rp49.108.000,Rp100.126.000,Rp1.444.000,699
997,67,1969-02-10,Female,Rp42.296.000,Rp86.237.000,Rp31.566.095,675
1180,69,1997-09-18,Male,Rp27.652.000,Rp56.390.000,Rp16.244.000,595
318,67,1963-05-26,Male,Rp28.404.000,Rp57.913.000,Rp27.903.428,724
691,64,1991-12-02,Female,Rp34.504.000,Rp70.351.000,Rp32.859.619,561
1993,72,1966-03-15,Female,Rp71.404.000,Rp145.580.000,Rp36.536.571,786
252,70,1959-01-07,Male,Rp26.926.000,Rp54.891.000,Rp8.789.142,723
1757,68,1986-11-13,Male,Rp32.390.000,Rp66.033.000,Rp23.768.190,784
1324,61,1980-11-19,Female,Rp29.913.000,Rp60.990.000,Rp28.382.476,663
1557,66,1976-02-23,Female,Rp37.165.000,Rp75.775.000,Rp32.742.285,707
1555,64,1997-06-25,Female,Rp30.555.000,Rp62.302.000,Rp33.984.571,717
941,72,1969-06-23,Female,Rp34.946.000,Rp71.258.000,Rp24.688.952,713
156,67,1989-07-19,Female,Rp21.556.000,Rp43.943.000,Rp0,691
24,64,1977-11-22,Female,Rp29.664.000,Rp60.491.000,Rp14.101.904,708
302,67,1998-08-17,Female,Rp28.768.000,Rp58.655.000,Rp35.960.571,706
949,71,1996-11-21,Female,Rp49.006.000,Rp99.920.000,Rp28.948.571,709
1281,61,1933-12-30,Female,Rp22.958.000,Rp41.651.000,Rp741.142,689
1428,62,1990-11-29,Female,Rp21.908.000,Rp44.673.000,Rp12.776.190,508
433,65,1976-04-02,Male,Rp24.596.000,Rp50.141.000,Rp3.689.904,771
584,68,1964-08-14,Male,Rp22.465.000,Rp45.807.000,Rp19.390.095,743
1832,67,1989-10-04,Male,Rp27.989.000,Rp57.068.000,Rp23.675.428,684
222,70,1977-07-06,Female,Rp71.888.000,Rp146.571.000,Rp34.642.285,714
648,61,1986-02-15,Female,Rp22.973.000,Rp46.841.000,Rp19.737.714,674
1939,69,1982-11-18,Female,Rp19.396.000,Rp39.550.000,Rp10.193.142,685
722,66,2001-01-26,Male,Rp25.368.000,Rp51.724.000,Rp22.038.095,707
1889,67,1959-07-29,Male,Rp36.915.000,Rp75.268.000,Rp0,748
1229,66,1976-02-16,Male,Rp37.979.000,Rp77.430.000,Rp6.258.666,713
505,63,1986-12-26,Female,Rp23.380.000,Rp47.671.000,Rp17.472.952,609
1083,65,1981-03-28,Female,Rp29.679.000,Rp60.513.000,Rp19.814.285,756
1656,69,1990-05-03,Female,Rp31.661.000,Rp64.550.000,Rp24.212.190,706
568,66,2002-02-10,Male,Rp29.646.000,Rp60.447.000,Rp18.097.523,778
1373,66,1990-12-02,Female,Rp26.303.000,Rp53.630.000,Rp15.142.476,764
667,63,1942-03-08,Male,Rp47.580.000,Rp65.525.999,Rp681.142,714
480,68,1975-11-02,Male,Rp66.265.000,Rp135.111.000,Rp53.003.238,713
569,73,1974-02-01,Male,Rp35.110.000,Rp71.586.000,Rp24.248.000,662
1600,66,1963-09-26,Female,Rp77.868.000,Rp158.772.000,Rp37.288.761,747
1063,66,1962-02-01,Male,Rp29.168.000,Rp59.462.000,Rp11.056.000,716
32,67,1943-09-15,Female,Rp36.203.000,Rp82.082.000,Rp948.571,695
1040,67,1997-10-22,Female,Rp61.613.000,Rp125.614.000,Rp0,689
396,72,1936-10-11,Female,Rp60.052.000,Rp78.985.000,Rp977.333,735
1498,66,1978-07-09,Female,Rp39.085.000,Rp79.690.000,Rp1.060.000,726
104,65,1992-11-15,Female,Rp28.766.000,Rp58.655.000,Rp14.698.476,713
1062,65,1967-06-07,Male,Rp27.147.000,Rp55.345.000,Rp10.529.904,708
1845,68,1995-07-26,Male,Rp36.399.000,Rp74.214.000,Rp28.029.142,784
1657,68,1990-09-29,Male,Rp20.160.000,Rp41.109.000,Rp12.716.761,655
1106,62,1964-02-19,Female,Rp26.425.000,Rp32.609.000,Rp7.059.809,699
1867,69,1992-10-02,Male,Rp33.832.000,Rp68.986.000,Rp21.284.000,644
1045,66,1998-07-29,Male,Rp25.995.000,Rp52.998.000,Rp3.005.904,757
1786,63,1977-03-09,Female,Rp29.711.000,Rp60.581.000,Rp27.869.904,755
1569,65,1957-03-20,Female,Rp31.620.000,Rp61.320.000,Rp5.041.714,722
899,65,1996-06-23,Female,Rp36.851.000,Rp75.141.000,Rp34.159.047,629
1595,65,1978-05-13,Female,Rp40.068.000,Rp81.687.000,Rp26.164.571,753
446,68,2003-01-22,Male,Rp37.970.000,Rp77.418.000,Rp16.776.952,703
53,68,1976-12-04,Female,Rp30.550.000,Rp62.289.000,Rp17.651.047,701
1136,65,2002-12-06,Male,Rp52.918.000,Rp107.895.000,Rp35.812.380,723
551,67,1961-01-27,Male,Rp30.426.000,Rp62.043.000,Rp15.893.904,776
1491,68,1984-04-19,Female,Rp35.557.000,Rp72.502.000,Rp16.746.095,710
330,71,1990-02-26,Male,Rp49.573.000,Rp101.073.000,Rp54.753.523,711
392,65,1975-11-28,Female,Rp25.471.000,Rp51.931.000,Rp17.813.333,775
1144,66,1968-12-30,Female,Rp23.471.000,Rp47.847.000,Rp21.166.476,773
1163,61,1981-01-02,Male,Rp51.688.000,Rp105.390.000,Rp34.144.761,489
230,65,1986-10-05,Female,Rp27.319.000,Rp55.701.000,Rp23.550.285,693
1066,65,1979-06-05,Female,Rp41.649.000,Rp84.921.000,Rp0,727
460,65,1960-12-11,Male,Rp70.078.000,Rp64.262.000,Rp19.169.904,608
1661,67,1983-05-17,Female,Rp55.783.000,Rp113.718.000,Rp18.851.238,728
1926,67,1956-01-11,Female,Rp27.828.000,Rp41.695.000,Rp1.567.238,689
27,63,1947-08-09,Female,Rp34.995.000,Rp37.375.000,Rp6.702.476,613
365,70,1970-09-11,Female,Rp29.370.000,Rp59.881.000,Rp13.714.857,719
50,72,1957-07-05,Female,Rp30.192.000,Rp61.564.000,Rp25.539.428,702
653,65,2007-02-19,Female,Rp39.708.000,Rp80.962.000,Rp23.652.380,745
743,66,1981-04-04,Female,Rp25.007.000,Rp50.978.000,Rp7.326.476,682
999,62,2006-10-25,Female,Rp37.171.000,Rp75.795.000,Rp31.849.523,703
940,61,1976-06-24,Female,Rp32.162.999,Rp65.584.000,Rp20.273.333,699
534,74,1999-02-27,Female,Rp46.568.000,Rp94.940.000,Rp6.932.380,790
1460,65,2001-07-14,Female,Rp47.522.000,Rp96.901.000,Rp48.960.000,590
59,69,1940-08-24,Female,Rp26.130.000,Rp39.329.000,Rp126.666,695
1908,66,1948-02-24,Female,Rp38.913.000,Rp69.772.000,Rp3.818.476,733
1436,55,2004-08-02,Female,Rp34.505.000,Rp70.357.000,Rp16.194.857,500
1230,50,2008-01-22,Male,Rp22.445.000,Rp45.766.000,Rp11.126.476,754
324,68,2004-07-28,Female,Rp67.232.000,Rp137.087.000,Rp12.117.714,792
992,70,1979-04-13,Male,Rp42.234.000,Rp86.108.000,Rp1.071.047,700
198,73,1976-03-31,Female,Rp24.236.000,Rp49.419.000,Rp9.206.285,702
1017,69,2001-07-02,Male,Rp22.085.000,Rp45.035.000,Rp28.201.333,560
1813,66,1990-04-25,Female,Rp43.362.000,Rp88.413.000,Rp35.900.190,808
1989,66,1994-12-28,Male,Rp52.240.000,Rp106.513.000,Rp2.132.952,803
1148,70,1971-04-09,Male,Rp28.253.000,Rp57.600.000,Rp14.192.761,687
872,66,1965-01-03,Female,Rp24.243.000,Rp49.431.000,Rp17.850.666,655
458,62,1979-11-26,Male,Rp37.756.000,Rp76.988.000,Rp37.039.428,530
920,68,1984-11-13,Female,Rp22.088.000,Rp45.037.000,Rp31.048.571,700
1598,61,1943-06-09,Male,Rp19.625.000,Rp40.992.000,Rp362.476,697
1876,70,1975-07-18,Male,Rp34.312.000,Rp69.957.000,Rp5.124.761,775
412,65,2000-10-13,Male,Rp36.031.000,Rp73.464.000,Rp0,810
190,67,1985-04-20,Male,Rp34.206.000,Rp69.745.000,Rp3.708.571,711
163,73,1989-02-11,Male,Rp25.476.000,Rp51.946.000,Rp13.162.857,829
567,69,2000-06-21,Male,Rp25.802.000,Rp52.615.000,Rp22.762.666,761
503,61,1979-02-04,Female,Rp22.746.000,Rp46.386.000,Rp16.221.714,694
469,67,1958-03-16,Female,Rp41.853.000,Rp73.657.000,Rp5.330.095,682
1851,72,1978-01-20,Male,Rp58.243.000,Rp118.745.000,Rp11.106.476,727
1523,73,1964-10-16,Female,Rp30.522.000,Rp62.228.000,Rp22.336.571,850
35,64,2005-06-02,Male,Rp37.319.000,Rp76.089.000,Rp29.177.333,773
317,65,1958-03-24,Female,Rp24.219.000,Rp30.123.000,Rp4.510.095,715
1195,68,1950-07-24,Male,Rp36.955.000,Rp63.852.000,Rp4.689.333,801
1238,72,1994-07-04,Female,Rp74.383.000,Rp151.661.000,Rp21.936.380,721
432,64,1970-11-05,Female,Rp20.425.000,Rp41.651.000,Rp9.589.523,686
1082,67,1991-10-11,Female,Rp26.113.000,Rp53.242.000,Rp12.834.476,622
120,71,1975-09-17,Female,Rp46.951.000,Rp95.722.000,Rp0,781
1289,64,1992-11-17,Male,Rp32.941.000,Rp67.166.000,Rp34.969.523,758
1502,67,2005-02-15,Male,Rp69.344.000,Rp141.373.000,Rp25.463.809,787
1497,64,1970-12-18,Female,Rp27.356.000,Rp55.783.000,Rp22.736.190,623
1047,67,2000-02-17,Male,Rp41.216.000,Rp84.026.000,Rp35.818.666,689
0,69,1992-03-20,Male,Rp45.873.000,Rp93.533.000,Rp10.818.285,763
351,70,1934-09-15,Female,Rp21.668.000,Rp26.908.000,Rp112.000,807
1797,65,1958-11-26,Male,Rp39.179.000,Rp48.579.000,Rp4.583.238,743
1386,62,1966-06-23,Male,Rp29.183.000,Rp59.507.000,Rp23.699.047,712
1122,66,1992-11-18,Female,Rp53.641.000,Rp109.369.000,Rp29.010.095,785
255,57,2007-08-12,Female,Rp33.284.999,Rp67.864.000,Rp16.832.571,718
765,68,2008-02-08,Male,Rp27.782.000,Rp56.642.000,Rp13.874.476,778
703,66,1972-11-22,Female,Rp31.063.000,Rp63.330.000,Rp33.206.666,711
1919,59,1942-11-17,Male,Rp59.380.000,Rp126.294.000,Rp605.714,610
791,57,1947-11-25,Female,Rp35.588.000,Rp61.604.000,Rp7.246.095,645
